# 迭代步,旋转角度(度),总误差
3136,-48.106854,0.051767
3137,-22.394054,0.260646
3138,-53.410505,0.082198
3139,-52.281634,0.032571
3140,-44.357323,2.133985
3141,-25.125316,0.103283
3142,1.942183,0.159225
3143,-23.033352,0.266802
3144,-37.838391,0.734701
3145,-55.923958,0.182087
3146,-59.034118,0.051688
3147,-23.547046,0.459558
3148,-52.977993,0.037076
3149,-52.626347,0.069187
3150,-41.430936,0.083595
3151,-39.105888,0.056222
3152,-48.298732,0.037866
3153,-42.757379,0.047899
3154,39.759244,0.130245
3155,-41.710074,0.045716
3156,-54.491899,1.358184
3157,-59.212572,0.128964
3158,-40.960078,0.140547
3159,-54.107224,0.045181
3160,-23.717898,0.056844
3161,-14.464505,1.979216
3162,-42.591856,0.399726
3163,-38.768444,0.070320
3164,-38.790013,0.054798
3165,-50.038820,0.040634
3166,-55.446911,0.061555
3167,-41.377418,0.078827
3168,-56.409064,0.044609
3169,-51.998129,0.043750
3170,-42.774573,0.033770
3171,-41.364736,0.070121
3172,-32.734849,0.101340
3173,-58.191616,0.063938
3174,-55.087033,0.045177
3175,-52.320490,2.192281
3176,49.437029,0.388342
3177,-50.108020,0.058601
3178,-46.471857,0.036884
3179,-46.323124,0.066517
3180,-50.606257,0.036594
3181,-51.669468,0.027083
3182,-45.178193,0.039904
3183,-59.884928,0.095553
3184,47.831270,0.055560
3185,-34.252303,0.095885
3186,-18.262673,0.068816
3187,-12.262382,0.287948
3188,59.399099,0.072768
3189,-27.586399,2.554845
3190,-46.559911,0.166426
3191,-50.413011,0.630692
3192,-28.114942,1.245449
3193,27.048704,0.621985
3194,-58.334384,0.052245
3195,-44.240060,1.579034
3196,-54.196850,0.048212
3197,-47.642386,0.024194
3198,32.303909,0.153446
3199,-45.275955,0.055878
3200,-36.855111,0.040566
3201,-51.931963,1.061734
3202,-41.369815,0.045774
3203,-48.593910,0.034909
3204,-34.274093,0.061396
3205,-59.757218,0.037752
3206,-44.326241,1.439104
3207,-33.748977,1.471497
3208,-36.461499,0.096746
3209,-41.706686,2.191097
3210,-44.180896,0.104710
3211,-40.183717,0.035817
3212,16.364251,0.105556
3213,-51.619783,0.094225
3214,-43.618358,0.040464
3215,-51.057879,1.616089
3216,-47.624353,0.034157
3217,-47.737369,0.866826
3218,-48.771405,0.038242
3219,-49.839724,0.565897
3220,-34.727262,1.467744
3221,-57.839250,1.851225
3222,-44.586695,0.041265
3223,-51.575693,0.039806
3224,-39.703059,0.043247
3225,-25.418980,0.137011
3226,-38.722827,0.067929
3227,-48.916773,0.084658
3228,-45.619067,0.025865
3229,-40.849878,0.061150
3230,-42.869546,2.390906
3231,-50.738855,0.040514
3232,-50.881210,0.052294
3233,-27.326338,2.625671
3234,-59.297669,0.068360
3235,-45.086377,0.035849
3236,-22.897902,0.077543
3237,-41.895134,1.126736
3238,5.878171,0.064264
3239,10.333090,0.098444
3240,-37.838391,3.296322
3241,-40.587053,0.583339
3242,-59.034118,0.203797
3243,-23.547046,0.059651
3244,43.181226,2.396855
3245,-51.459720,3.058993
3246,-57.034754,0.351721
3247,-38.921139,0.032278
3248,-49.871974,0.066029
3249,-40.938368,0.124833
3250,-47.569592,0.056299
3251,-43.212350,0.068920
3252,-43.482872,0.080272
3253,5.724202,2.345716
3254,-45.000886,3.636302
3255,-45.781679,0.083943
3256,-53.423356,0.992313
3257,-52.356103,0.028167
3258,-42.591856,0.064683
3259,-38.768444,0.035992
3260,-39.482435,0.046470
3261,-54.451234,0.127692
3262,-59.645334,0.092670
3263,-52.734788,0.039773
3264,-56.059447,0.041841
3265,-51.998129,0.052041
3266,-40.738570,0.077128
3267,-49.675155,0.029070
3268,25.410687,0.057460
3269,-39.210708,0.052119
3270,2.954853,27.814761
3271,-49.499980,1.704763
3272,-18.674132,0.080237
3273,28.917759,1.886667
3274,-54.271480,0.037025
3275,-54.485592,0.047516
3276,-29.424910,0.040523
3277,-57.379193,0.058130
3278,-34.936836,0.037670
3279,-51.953478,0.050730
3280,-52.369674,0.053547
3281,-35.410233,0.038908
3282,-48.188340,0.062487
3283,-39.586644,1.762130
3284,-41.459747,0.052716
3285,-35.675277,1.937695
3286,-30.316320,2.127137
3287,-40.897386,0.051490
3288,-47.375126,0.031995
3289,-38.660936,0.053437
3290,-58.334384,0.094198
3291,-44.240060,0.468152
3292,-49.431222,0.033516
3293,-13.544412,2.510003
3294,19.378341,0.064251
3295,-48.138020,0.043943
3296,-45.745935,0.032076
3297,-39.130844,0.055144
3298,-59.395224,0.043813
3299,-38.459417,0.064038
3300,-52.765923,0.045547
3301,6.591291,0.074436
3302,42.823268,0.050623
3303,-23.346859,0.167010
3304,-53.986470,0.048468
3305,-35.643699,0.712874
3306,-47.466849,0.040363
3307,-41.408662,0.148494
3308,55.052685,0.088882
3309,-45.517821,0.044843
3310,-54.215067,0.036723
3311,-59.388323,0.039990
3312,-47.990100,0.067086
3313,-52.344045,0.182649
3314,-46.497833,0.035802
3315,-52.060051,0.030720
3316,-34.727262,0.045119
3317,-48.805825,0.048375
3318,-40.126379,0.027817
3319,-43.192861,1.214268
3320,-46.231909,0.639742
3321,-37.769705,0.066234
3322,-42.341330,0.305765
3323,-41.340252,0.030384
3324,-23.939879,0.054967
3325,-47.249604,0.048304
3326,-10.292470,0.127730
3327,-45.285108,0.028934
3328,-48.106854,0.043106
3329,-38.623375,0.043035
3330,-40.645233,0.035304
3331,-51.849788,0.045475
3332,-46.891422,0.042883
3333,-51.012150,0.068783
3334,-53.112374,0.999939
3335,-47.806763,0.036716
3336,-51.852613,2.267580
3337,-45.602823,0.031848
3338,-57.198965,0.052944
3339,-23.547046,0.075920
3340,-38.205215,0.029987
3341,-56.803452,0.035382
3342,-29.176439,0.152513
3343,-38.921139,0.078285
3344,-50.604819,0.082184
3345,-51.277692,0.066098
3346,7.869371,0.231253
3347,-26.304460,0.097724
3348,-40.825331,0.047800
3349,-52.355996,0.061765
3350,-50.594506,0.034979
3351,-49.146162,0.036909
3352,-51.377175,0.047848
3353,-44.920517,0.051037
3354,43.298963,6.714712
3355,-38.768444,0.069914
3356,-39.482435,3.270746
3357,-49.020503,0.060386
3358,-55.446911,0.036003
3359,-38.637246,0.036550
3360,-49.927521,0.035012
3361,-38.254933,0.044288
3362,-41.304222,0.050245
3363,-49.675155,0.053233
3364,-46.003200,0.035730
3365,-55.132041,0.672590
3366,-40.718896,0.040304
3367,-38.622359,1.643403
3368,-30.173527,0.098477
3369,-55.569622,0.096508
3370,-30.489039,0.084269
3371,-16.304374,0.057916
3372,-50.606257,0.072032
3373,-51.669468,12.775066
3374,-46.602142,0.609697
3375,-55.243148,5.020029
3376,-43.845309,0.037000
3377,34.909731,3.543343
3378,-26.499556,0.075511
3379,-43.702297,3.085129
3380,17.814469,0.111034
3381,-54.006791,0.111425
3382,-37.076711,1.114986
3383,-40.687419,0.047437
3384,-34.517127,0.251175
3385,-59.273927,0.069052
3386,-58.334384,0.037922
3387,-44.240060,0.074191
3388,-50.390828,3.270248
3389,-48.352197,0.082788
3390,-38.915976,0.032122
3391,-50.002966,0.070785
3392,-52.861673,0.075931
3393,-22.917064,0.061506
3394,-35.812247,0.064496
3395,-48.075686,0.100817
3396,-52.765923,0.073841
3397,-39.383050,0.060482
3398,-52.177719,0.058001
3399,-33.748977,2.098953
3400,-53.986470,0.046647
3401,40.492918,3.156070
3402,-36.937360,0.042400
3403,-57.836358,0.039345
3404,-40.288740,0.039055
3405,-45.517821,0.037745
3406,-36.767260,4.643234
3407,50.164007,0.100448
3408,-47.624353,0.048487
3409,-35.111800,3.082091
3410,-39.350392,0.081515
3411,35.437139,0.107539
3412,-34.727262,0.046058
3413,-59.986518,0.902741
3414,-40.772858,0.027619
3415,-46.815455,0.062141
3416,-52.031897,0.160829
3417,39.925185,1.363204
3418,-39.182741,1.740720
3419,25.344416,0.093817
3420,22.972438,0.116570
3421,-36.770358,0.055465
3422,-49.111982,0.028020
3423,-45.285108,0.052628
3424,48.912289,1.447575
3425,-29.791296,2.502013
3426,41.262646,0.225811
3427,-37.688099,0.036148
3428,-44.357323,0.053763
3429,11.369057,0.108798
3430,-52.907993,0.078201
3431,-47.495755,0.288414
3432,-30.741977,0.064000
3433,-49.783203,0.039002
3434,-45.984504,0.109788
3435,-23.547046,0.825852
3436,-43.846177,6.415224
3437,-42.447682,0.035301
3438,-33.556946,0.295859
3439,-52.815623,0.078469
3440,-48.795055,0.174997
3441,6.219079,0.077869
3442,-48.104140,0.087401
3443,-53.669178,0.640613
3444,-40.825331,0.041798
3445,-43.320547,0.029093
3446,-8.460641,0.837597
3447,-45.226956,0.034014
3448,-36.911871,0.055286
3449,-18.442900,0.280959
3450,-40.654208,0.081979
3451,-38.768444,0.025191
3452,-44.425283,0.047388
3453,-59.297144,0.053406
3454,-42.330995,0.072340
3455,-38.637246,0.074394
3456,-41.259919,0.036550
3457,-50.640746,0.030663
3458,-47.697894,0.037833
3459,-50.662297,0.046311
3460,-48.071903,0.024659
3461,-41.942193,0.040494
3462,-41.086681,0.071997
3463,-49.499980,0.071272
3464,49.437029,0.050117
3465,-37.229974,3.213523
3466,12.749056,0.423804
3467,-56.872154,0.030734
3468,-50.606257,0.041682
3469,9.825125,0.063880
3470,-41.619626,0.035254
3471,19.858421,0.133391
3472,-48.191767,0.082834
3473,-42.514652,0.829484
3474,-36.523838,0.305101
3475,-54.156862,2.484083
3476,-48.506942,0.064108
3477,-42.590839,0.071299
3478,-51.676337,0.045151
3479,-40.897386,0.099922
3480,-56.078266,0.121826
3481,-44.112811,5.076081
3482,-58.334384,0.873728
3483,-55.501544,0.069190
3484,-56.546479,1.671660
3485,-53.333771,0.074552
3486,-53.928977,1.995563
3487,-48.047310,0.097250
3488,-36.855111,0.747833
3489,-53.020557,0.056931
3490,-3.688310,1.110283
3491,-47.907939,0.037022
3492,-42.644887,0.051891
3493,-47.243482,0.032028
3494,-49.794022,0.085219
3495,-42.009404,0.026552
3496,-53.986470,0.051370
3497,16.658389,0.053213
3498,-55.151401,0.030061
3499,-48.576621,0.045425
3500,-40.288740,0.041483
3501,-46.173765,0.035566
3502,-54.650390,0.036935
3503,-30.308240,0.033408
3504,-47.624353,0.158156
3505,-52.675928,0.055065
3506,-46.295602,0.109329
3507,-43.172240,0.061926
3508,-34.727262,0.034348
3509,-39.867006,2.343547
3510,-40.772858,0.580435
3511,-52.427437,0.274237
3512,-47.304328,0.031195
3513,-48.399865,0.043761
3514,-50.167425,0.521996
3515,-51.329234,0.030023
3516,-48.641630,0.037152
3517,-39.952467,0.108049
3518,-58.091573,0.054250
3519,-44.470293,0.033539
3520,-48.106854,2.233929
3521,-45.369047,0.040396
3522,-40.645233,2.136470
3523,-52.281634,0.028038
3524,-42.232621,0.024777
3525,-44.145225,0.043934
3526,-34.257540,0.059140
3527,-37.577454,0.047765
3528,-44.718085,0.079995
3529,-39.139225,0.054093
3530,-59.034118,1.554209
3531,-42.443745,0.146113
3532,-43.846177,2.543771
3533,-52.626347,0.060495
3534,-48.937930,0.023298
3535,-36.413622,0.066705
3536,23.992020,0.085270
3537,-45.368528,0.081006
3538,-41.835844,0.039873
3539,-51.196347,0.637664
3540,-49.549422,0.050714
3541,-53.785034,0.051919
3542,-50.594506,0.049659
3543,-45.226956,0.083516
3544,-50.796576,0.046856
3545,54.451379,0.158525
3546,-50.805551,0.028836
3547,-38.768444,0.096143
3548,-44.775242,0.025788
3549,-47.610916,0.025738
3550,-43.670165,0.032375
3551,-38.637246,0.082445
3552,-48.937930,1.628362
3553,-51.087614,0.025065
3554,3.434896,1.892749
3555,16.528773,0.047642
3556,-48.667468,0.032075
3557,-39.210708,0.037984
3558,-49.274988,0.028665
3559,-41.094782,0.057440
3560,11.510191,0.096223
3561,-41.361379,0.031788
3562,-53.389623,0.041333
3563,-56.872154,0.118814
3564,8.878023,0.103139
3565,-32.248217,0.048232
3566,-51.807347,0.042068
3567,-41.707018,0.029677
3568,-53.170608,0.042695
3569,-47.414241,0.081536
3570,-18.262673,0.068579
3571,-39.586644,0.045120
3572,-42.284418,0.025665
3573,-57.269890,0.053360
3574,-36.810286,0.040192
3575,-40.897386,0.024254
3576,-48.527636,0.052379
3577,-42.487334,0.078121
3578,-52.180796,0.083055
3579,-49.116278,0.059648
3580,-48.903740,0.037812
3581,-48.387668,0.030744
3582,-44.915694,0.080668
3583,-49.186030,0.050831
3584,-51.295287,0.072726
3585,-49.519802,0.061911
3586,-24.064861,0.076195
3587,-34.933575,0.158751
3588,-45.006840,0.065234
3589,-49.195165,0.061435
3590,42.823268,0.032336
3591,-55.694349,1.075635
3592,-53.986470,0.044703
3593,-46.849057,0.075032
3594,-44.180896,0.022948
3595,-43.576873,0.035366
3596,-42.672402,0.029914
3597,-46.173765,2.395097
3598,-45.856064,0.052847
3599,-37.174217,0.030695
3600,-37.132591,0.061617
3601,-38.063110,0.035195
3602,-39.893013,0.030859
3603,-53.481908,0.043808
3604,-27.441195,0.088011
3605,-40.206160,0.036743
3606,-42.099686,0.025658
3607,-55.823882,0.027991
3608,-46.231909,0.028991
3609,39.925185,0.030527
3610,-47.050312,0.048051
3611,-51.329234,1.926959
3612,-48.663628,0.082486
3613,-39.855572,0.291929
3614,-49.212648,2.240098
3615,-46.405500,0.045801
3616,-48.106854,0.045923
3617,-43.624881,0.029625
3618,-25.239558,0.041569
3619,-47.306067,0.038094
3620,-43.684466,0.047741
3621,-39.438346,0.036239
3622,-38.708110,0.037088
3623,-56.099098,0.049008
3624,-36.949983,0.053501
3625,-48.894586,0.023641
3626,-59.034118,0.032277
3627,-51.444809,0.026802
3628,-43.846177,0.076647
3629,-41.091857,0.029969
3630,-47.642386,0.047359
3631,-40.345194,0.032349
3632,23.992020,0.053341
3633,-40.938368,0.043146
3634,-47.878487,0.045325
3635,-26.304460,0.073892
3636,-40.825331,0.079724
3637,-43.223577,1.741036
3638,-42.259535,0.028984
3639,-39.863128,0.075110
3640,-52.377834,0.029491
3641,-35.834620,0.045543
3642,-36.896400,0.042475
3643,-47.212884,0.034525
3644,-42.417721,0.028330
3645,-45.383675,3.039184
3646,-56.468303,0.853197
3647,-39.886946,0.025684
3648,-45.268821,0.042653
3649,17.151104,0.089587
3650,23.660006,0.117519
3651,-49.675155,2.237930
3652,-37.028930,0.026086
3653,-39.210708,0.035326
3654,-43.547592,0.029028
3655,-43.995981,0.041276
3656,49.437029,0.061940
3657,-34.008492,0.037796
3658,-29.772910,0.179858
3659,-39.003108,0.033910
3660,-30.432670,0.041017
3661,-42.556069,0.079548
3662,-41.619626,0.107463
3663,-36.956476,0.033249
3664,-49.863238,0.031560
3665,-45.933223,0.033343
3666,-44.323625,0.123734
3667,-45.669225,0.045505
3668,-42.284418,0.023834
3669,-41.222155,0.062395
3670,-18.729309,0.047426
3671,-51.278064,0.038735
3672,-40.776684,0.223320
3673,-50.841905,0.026588
3674,-39.676349,0.096076
3675,-44.240060,0.073221
3676,-56.546479,0.159724
3677,-29.653115,0.042220
3678,-44.214288,0.087172
3679,-44.673043,0.029193
3680,-46.385713,0.026845
3681,-37.314028,0.040982
3682,-24.064861,0.067445
3683,-48.593910,0.079189
3684,-50.448813,0.073689
3685,-50.925858,0.073037
3686,-35.960760,0.419301
3687,-42.009404,0.066991
3688,-47.121833,2.919817
3689,33.476156,0.068099
3690,-49.016925,0.030277
3691,-39.709108,0.031828
3692,-42.672402,0.025839
3693,-46.173765,0.044878
3694,-44.361437,0.046062
3695,-43.446286,0.046596
3696,-44.785801,0.075187
3697,-45.063099,1.574644
3698,-44.748904,0.063823
3699,-43.822570,0.026835
3700,-45.851638,0.031483
3701,-42.371864,0.041931
3702,-42.099686,0.052978
3703,-35.545154,0.039574
3704,-46.231909,0.034013
3705,-36.867407,0.034510
3706,-50.167425,3.746099
3707,-51.329234,0.036770
3708,-40.044095,0.037435
3709,-49.720614,7.933972
3710,-34.532398,0.052084
3711,-43.362551,0.066817
3712,-48.311489,0.053907
3713,-43.624881,0.026726
3714,-40.645233,0.035625
3715,-45.178495,0.038132
3716,-52.359524,1.134309
3717,-42.586167,0.043218
3718,-44.796890,0.362297
3719,-44.472853,0.041236
3720,-51.983919,2.124615
3721,-48.894586,0.033013
3722,-47.842785,0.034448
3723,-28.599275,0.992381
3724,-43.846177,0.273917
3725,-44.952338,0.052325
3726,-47.642386,0.029658
3727,-45.290750,0.028802
3728,25.562659,0.061406
3729,-53.523095,0.036330
3730,34.944302,0.067738
3731,-26.304460,0.087594
3732,-49.402310,0.048132
3733,50.345491,1.287002
3734,-38.461670,0.036228
3735,-45.145657,0.036928
3736,-52.377834,0.034364
3737,-47.608811,0.708800
3738,-44.758059,1.480756
3739,3.311042,0.160364
3740,-35.654656,0.030134
3741,-41.126589,0.038323
3742,-43.236762,0.034170
3743,-39.886946,0.027579
3744,-41.308194,0.028279
3745,-51.087614,0.071391
3746,-42.278154,0.131635
3747,-33.192571,0.169545
3748,-50.312887,0.073690
3749,-41.169572,0.048227
3750,-49.274988,0.030867
3751,-51.091874,1.965267
3752,-44.027784,0.104200
3753,-56.325017,0.030769
3754,-44.367295,0.046957
3755,-36.956567,0.081855
3756,-47.419725,1.685891
3757,-51.669468,2.214395
3758,-48.321561,0.037009
3759,-36.573944,0.048558
3760,-49.863238,0.063874
3761,-38.034089,0.037885
3762,-34.474710,0.075331
3763,-40.681635,0.055368
3764,-23.275339,0.071800
3765,11.495970,0.146728
3766,-58.263384,2.718721
3767,-27.146343,0.081617
3768,-48.181907,0.047622
3769,-40.827097,0.028691
3770,-58.334384,0.078177
3771,-44.240060,0.033293
3772,-39.542786,0.045479
3773,-28.546604,0.062491
3774,-46.575427,0.233568
3775,-1.072673,1.268246
3776,-35.896495,0.045359
3777,18.737502,0.056754
3778,-31.365898,0.040702
3779,-34.317304,0.035009
3780,-40.932672,0.065501
3781,-40.207918,0.034929
3782,-30.203462,0.040177
3783,-42.009404,0.127823
3784,-42.534258,0.042782
3785,-59.423742,0.074560
3786,-48.937930,0.055817
3787,-43.576873,0.032301
3788,-45.059938,0.051771
3789,-52.941557,0.028118
3790,-43.618358,0.035091
3791,-50.330898,0.076904
3792,-48.426597,0.058775
3793,-47.817285,0.033435
3794,-39.893013,0.039353
3795,-48.945461,0.032198
3796,-42.752824,3.032388
3797,-25.816447,1.924236
3798,-50.491274,0.039282
3799,-33.694081,0.051573
3800,-39.864671,0.296040
3801,-47.552108,0.055124
3802,-42.030945,0.028607
3803,-34.154521,0.032322
3804,-42.991362,0.037100
3805,-35.744445,0.467202
3806,-49.212648,0.028640
3807,-45.285108,0.050738
3808,-32.737527,0.095475
3809,-48.443842,0.047502
3810,-40.645233,0.532239
3811,-34.078730,0.141067
3812,-42.232621,0.487556
3813,-33.385543,0.035599
3814,-45.581855,0.028266
3815,-47.495755,0.046235
3816,1.008913,0.110565
3817,-48.894586,0.091029
3818,47.503037,0.044494
3819,-38.980699,0.027819
3820,-48.110321,0.040233
3821,-41.091857,0.074475
3822,-41.948441,0.062129
3823,-45.290750,0.034432
3824,-44.154102,0.031797
3825,-52.284588,2.216714
3826,-48.104140,0.067134
3827,-38.907396,0.217622
3828,-47.351987,0.148917
3829,-38.757422,0.052336
3830,-42.259535,0.033022
3831,-36.352288,0.045726
3832,-44.660088,0.046899
3833,-18.320586,0.057137
3834,-47.775790,0.048022
3835,-39.295281,0.065709
3836,-52.186293,0.042396
3837,-16.091062,0.067420
3838,-39.627828,0.033085
3839,-39.886946,0.086341
3840,-42.500630,0.049135
3841,-46.490891,0.028889
3842,-46.703710,0.024922
3843,-42.994947,0.054198
3844,-48.071903,0.026063
3845,-56.327439,1.752820
3846,-49.274988,0.026206
3847,-40.634428,0.043594
3848,-42.355399,0.078251
3849,-49.249580,0.024905
3850,-42.864352,0.072797
3851,-56.872154,0.055872
3852,-48.560308,0.045782
3853,-51.669468,0.028117
3854,-48.091027,0.025467
3855,-41.707018,0.064424
3856,-43.952441,0.025558
3857,-38.034089,0.244704
3858,-48.496737,0.067301
3859,-49.510889,0.029765
3860,-42.284418,0.025152
3861,-48.681693,0.029233
3862,14.617080,1.213961
3863,-40.897386,0.034024
3864,-40.044416,0.027613
3865,-50.841905,0.025510
3866,-44.177597,0.034927
3867,-44.067669,0.027953
3868,-52.236575,0.047017
3869,-45.933216,0.025597
3870,-46.181901,0.079468
3871,-44.419510,0.050221
3872,-46.393226,0.037792
3873,-39.130844,0.056427
3874,-41.919639,0.028839
3875,-41.703982,0.050546
3876,-42.921552,0.030504
3877,-44.236492,0.032013
3878,-46.217964,0.081434
3879,-11.570828,0.069080
3880,-45.893898,0.034256
3881,-48.109096,0.026788
3882,-48.937930,0.028102
3883,16.097425,0.090413
3884,-51.743142,0.027699
3885,-43.163150,0.029217
3886,-44.662573,0.043058
3887,-43.761712,0.030711
3888,-49.493253,0.024466
3889,-42.146451,0.057702
3890,5.134324,0.112660
3891,-47.703795,0.095446
3892,-45.851638,0.045503
3893,-48.805825,0.045797
3894,-39.568961,0.039573
3895,-47.197544,0.026583
3896,-46.231909,0.025854
3897,-47.217653,0.053189
3898,-42.088001,0.029413
3899,-43.770448,0.033029
3900,-42.956922,0.027817
3901,-41.539442,0.063131
3902,-41.849386,0.024803
3903,-39.468980,0.040727
3904,-45.482373,0.035403
3905,-44.727736,0.033284
3906,-45.857389,0.026174
3907,-42.139447,0.029905
3908,-43.053734,0.032028
3909,-46.379722,0.050933
3910,-45.581855,0.025357
3911,-44.669139,0.024566
3912,-35.752945,0.052117
3913,-48.894586,0.024534
3914,-39.104263,0.049397
3915,-41.896899,0.027470
3916,-43.846177,0.086421
3917,-41.091857,0.037402
3918,-47.642386,0.033133
3919,-42.756549,0.041448
3920,-44.154102,0.042405
3921,-41.500836,0.036557
3922,-48.104140,0.029250
3923,-44.305364,0.045257
3924,-43.534857,0.024003
3925,-36.708043,0.050302
3926,-40.792477,0.023955
3927,-45.226956,0.820392
3928,-50.532117,0.033117
3929,-46.057724,0.025250
3930,-44.038135,0.028187
3931,-46.446285,0.028054
3932,-45.048345,0.031379
3933,-47.610916,0.030677
3934,-46.744835,0.023267
3935,-39.886946,0.024961
3936,-42.112018,0.026760
3937,-52.387063,0.029185
3938,-46.703710,0.023795
3939,-49.675155,0.071359
3940,-38.830101,0.026950
3941,-48.719768,0.055496
3942,-38.387301,0.043552
3943,-46.981574,0.026980
3944,-47.432212,0.147444
3945,-44.119272,0.042183
3946,-44.367295,0.021626
3947,-42.446555,0.022241
3948,-40.820377,0.074389
3949,-51.669468,0.045744
3950,10.704020,0.081271
3951,-39.490375,0.046978
3952,-44.794424,0.037821
3953,15.240818,0.080123
3954,-41.768436,0.080199
3955,-45.258615,0.022340
3956,-39.974170,0.038741
3957,-44.819249,0.039233
3958,-37.076711,0.056365
3959,-44.819249,0.038051
3960,-42.678789,0.026703
3961,-41.719679,0.058255
3962,-46.929992,0.037908
3963,-41.172010,0.062990
3964,-56.546479,0.032261
3965,-48.515857,0.043652
3966,-32.685814,0.032914
3967,-44.673043,0.278812
3968,-42.090837,0.031915
3969,-45.174266,0.033305
3970,-42.551433,0.764936
3971,-40.834803,0.059753
3972,-43.611995,0.025323
3973,-40.207918,0.050943
3974,42.823268,0.267919
3975,-42.009404,0.067855
3976,-53.986470,0.038039
3977,-48.109096,0.028546
3978,-46.515546,0.060482
3979,-43.576873,0.035824
3980,-44.201154,0.030523
3981,-52.941557,0.027985
3982,-43.618358,0.067333
3983,-46.999997,0.039444
3984,21.485435,0.941040
3985,-47.166000,0.084659
3986,-39.893013,0.098264
3987,-39.991685,0.075643
3988,-49.135912,0.032146
3989,-46.324021,0.040965
3990,-46.077861,0.037825
3991,-44.947922,0.058743
3992,-40.116612,0.025378
3993,-53.185557,0.169073
3994,-41.188688,0.032375
3995,-47.573761,0.048600
3996,-45.619067,0.061698
3997,-49.789589,0.066417
3998,-55.608873,0.966164
3999,-41.946249,0.033064
4000,-36.162919,0.082414
4001,-38.039036,0.023087
4002,-45.857389,0.024975
4003,-47.574881,0.069267
4004,-42.232621,0.208640
4005,-41.895134,0.049142
4006,-49.262326,0.027786
4007,-49.376802,0.053498
4008,-37.838391,0.040380
4009,-49.081592,0.023095
4010,-45.066326,0.047910
4011,-41.763039,0.031371
4012,-38.513056,0.077034
4013,-46.416180,0.037750
4014,-44.104980,0.034149
4015,-46.016636,0.041870
4016,-34.892352,0.054100
4017,-40.938368,0.067684
4018,-43.249387,0.036180
4019,-49.019032,0.045830
4020,-43.060154,0.047831
4021,-48.027747,0.027999
4022,-39.676111,0.037140
4023,-43.099327,0.035482
4024,-51.622039,0.030580
4025,-45.327432,0.029945
4026,-44.038135,0.036722
4027,-42.776044,0.051332
4028,-44.375202,0.029450
4029,-42.551433,1.169601
4030,-48.486088,0.034172
4031,-39.886946,0.054140
4032,-49.428943,0.036010
4033,-51.087614,0.057317
4034,-45.400710,0.028902
4035,-39.458011,0.066627
4036,-40.803723,0.026738
4037,-46.935294,0.046007
4038,-49.274988,0.052027
4039,58.499136,0.083189
4040,49.437029,0.088447
4041,-41.197795,0.048906
4042,-44.180896,0.079150
4043,-42.446555,0.026101
4044,-50.606257,0.052601
4045,-32.138004,0.044727
4046,-48.091027,0.029026
4047,-41.707018,0.079712
4048,-43.952441,0.045978
4049,-45.983072,0.270000
4050,42.612642,0.094657
4051,-48.333306,0.072703
4052,39.291276,0.111979
4053,-53.780080,0.040341
4054,-38.586907,0.070413
4055,-41.928548,0.107060
4056,-59.038166,1.702475
4057,-49.604920,0.034941
4058,-47.189872,0.046347
4059,-54.501967,0.066743
4060,-38.093563,0.034409
4061,-50.859576,0.068459
4062,-32.685814,0.236939
4063,-44.673043,0.026080
4064,-46.385713,0.027086
4065,-51.778477,0.099901
4066,-45.571296,0.027900
4067,-53.353121,0.049430
4068,-43.838370,0.035730
4069,-37.664186,0.087036
4070,-48.127518,0.029462
4071,-46.159390,0.027934
4072,-53.986470,0.039433
4073,-50.115774,0.983132
4074,-47.750094,0.045728
4075,-50.187181,0.037573
4076,-47.139490,0.038882
4077,-37.548546,0.041013
4078,-42.221812,0.063533
4079,-44.909414,0.053727
4080,-38.420629,0.040490
4081,-56.209115,0.061163
4082,-39.893013,0.076597
4083,-52.526721,0.061261
4084,-46.631648,0.027138
4085,-48.805825,0.060779
4086,-43.895373,0.027778
4087,-41.306636,0.034342
4088,59.972947,1.604260
4089,39.925185,0.075993
4090,-39.730179,0.070534
4091,-43.915696,0.028589
4092,-45.619067,0.112721
4093,30.292305,0.040450
4094,-39.146009,0.105997
4095,-47.435588,0.027700
4096,-45.482373,0.103158
4097,-38.039036,0.205985
4098,-45.857389,0.052582
4099,-52.281634,0.036958
4100,-41.481624,0.047847
4101,-44.250286,0.036597
4102,-45.581855,0.050103
4103,-42.422935,0.023906
4104,-37.838391,0.030174
4105,-49.081592,0.040611
4106,-38.032037,0.046709
4107,-46.894682,0.031487
4108,-48.317529,0.269484
4109,-49.253212,0.030611
4110,-44.653595,0.054007
4111,-50.247554,0.055737
4112,-39.077578,0.024790
4113,-53.462899,0.032779
4114,-43.918983,0.032572
4115,-26.304460,0.091153
4116,11.034986,0.843666
4117,-38.012676,0.024685
4118,-51.442014,0.029551
4119,-30.362382,0.037416
4120,-50.780069,0.033870
4121,-46.057724,0.039461
4122,-44.038135,0.025512
4123,-38.768444,1.340641
4124,-36.779565,0.048102
4125,-44.052954,0.049584
4126,-52.873181,0.029148
4127,-10.458533,0.159276
4128,-48.474227,0.026980
4129,-47.494419,0.030639
4130,-43.834983,0.033999
4131,-46.754759,0.047256
4132,-46.091053,0.074175
4133,-43.962284,0.021764
4134,-37.456513,0.050481
4135,-46.522804,0.022775
4136,-45.063857,0.026347
4137,-46.629889,0.106910
4138,-44.551018,0.036113
